,year,month,day,total_fee,total_received_satoshi,total_sent_satoshi,mean_fee_satoshi,mean_feeUSD,mean_fee_for100,nb_transactions,nb_payments,mean_nb_inputs,mean_nb_outputs,nb_mining,total_mining_satoshi,newly_created_coins,self_spent_satoshi,total_received,volume_without_self
2015-08-11,2015,8,11,2656409151,119464139424997,119039139424997,22706.486515826273,6163033.6781997755,0.9148109727976581,116989,324088,2.9790151210797595,2.770243356212977,170,427656409151,425000000000,13496438456390,119464139424997,105967700968607
2015-08-12,2015,8,12,2525080518,131652533040768,131347533040768,21729.72116278269,5826691.241902981,0.9139330397081326,116204,327520,2.743149977625555,2.8184916181887028,122,307525080518,305000000000,14326155358738,131652533040768,117326377682030
2015-08-13,2015,8,13,2496066332,153311665839164,152934165839164,21038.817373420654,5568798.682679805,0.9024654800972697,118641,327652,2.8446236966984433,2.7617096956364158,151,379996066332,377500000000,16143194183774,153311665839164,137168471655390
2015-08-14,2015,8,14,2391836823,139178000333386,138835500333386,21856.23267693151,5821537.101274226,0.8607292399507902,109435,309098,2.816767944441906,2.824489422945127,137,344891836823,342500000000,12767406988890,139178000333386,126410593344496
2015-08-15,2015,8,15,2104531269,100587762168741,100247762168742,21407.745826848546,5607477.01903419,1.9083568328906693,98307,321214,2.7314738523197737,3.2674580650411467,136,342104531268,339999999999,10186962277341,100587762168741,90400799891400
2015-08-16,2015,8,16,1869886241,115310385394062,114957885394062,21171.23979303005,5481886.482428099,1.1891885404595952,88322,323968,2.9566585901587374,3.6680328796902244,141,354369886241,352500000000,8384078558090,115310385394062,106926306835972
2015-08-17,2015,8,17,2338705131,151427133600793,151064633600793,20599.523755416976,5314870.763287437,1.01246211341566,113532,323192,2.7983299862593807,2.8467040129655077,145,364838705131,362500000000,12214113875410,151427133600793,139213019725383
2015-08-18,2015,8,18,2525873071,176907299171370,176557299171370,21400.263246632214,4662815.1671376545,0.8482586849827423,118030,337635,2.902160467677709,2.8605862916207743,140,352525873071,350000000000,13266742636543,176907299171370,163640556534827
2015-08-19,2015,8,19,2480972462,173878890752571,173468890752571,20082.829128115463,4563185.24713205,1.0158615982149097,123537,341794,2.7405635558577592,2.7667338530156957,164,412480972462,410000000000,14172516722721,173878890752571,159706374029850
2015-08-20,2015,8,20,2534938436,158958272640230,158598272640230,21710.861141325295,5113426.231727306,0.9126009353321991,116759,320467,2.5758442603996268,2.7446877756746804,144,362534938436,360000000000,12320298168361,158958272640230,146637974471869
2015-08-21,2015,8,21,2349019885,150092536925487,149697536925487,20458.103352174254,4762659.134048337,0.8664056420296948,114821,327789,2.702284425322894,2.854782661708224,158,397349019885,395000000000,14400261483426,150092536925487,135692275442061
2015-08-22,2015,8,22,2231377115,122621631271818,122216631271818,21350.439327541335,4924247.759678113,1.5251650626933524,104512,353322,2.764065370483772,3.3806835578689527,162,407231377115,405000000000,14865464861250,122621631271818,107756166410568
2015-08-23,2015,8,23,2075707557,111466824775085,111121824775085,21620.3772329101,4943998.228847343,1.2490304611376275,96007,342480,2.851208766027477,3.5672398887581114,138,347075707557,345000000000,9672662392802,111466824775085,101794162382283
2015-08-24,2015,8,24,2577626954,197300022562303,196910022562303,20998.655451642335,4450789.338322753,0.9717322763802935,122752,350682,2.9666400547445257,2.856833289885297,156,392577626954,390000000000,14539871918410,197300022562303,182760150643893
2015-08-25,2015,8,25,2577867202,214400307459664,214067807459664,20780.36969682313,4626854.188190428,0.8675842816737053,124053,350456,2.699902461044876,2.825050583218463,133,335077867202,332500000000,16341026576455,214400307459664,198059280883209
2015-08-26,2015,8,26,2496692122,156800391852927,156400391852927,20415.491536788395,4616283.565709239,1.6279693884794753,122294,333634,2.5164194482149576,2.7281305705921794,160,402496692122,400000000000,13743232367905,156800391852927,143057159485022
2015-08-27,2015,8,27,2335121986,155435118418301,155097618418301,19954.21440046486,4488498.57500786,0.9597638476586192,117024,326234,2.4968211648892535,2.7877529395679517,135,339835121986,337500000000,13665449812470,155435118418301,141769668605831
2015-08-28,2015,8,28,2466059629,169605571438646,169215571438646,20243.138587447258,4699865.713313716,0.8987430683575215,121822,350146,2.6728095089556896,2.8742427476153734,156,392466059629,390000000000,13546759949138,169605571438646,156058811489508
2015-08-29,2015,8,29,2218834254,101130263611911,100722763611911,20006.25978522546,4597962.67985326,2.501764714049566,110907,352666,2.5477832778814684,3.1798353575518226,163,409718834254,407500000000,8741448590865,101130263611911,92388815021046
2015-08-30,2015,8,30,1824853224,77272675347162,76895175347162,19209.992357492498,4399464.335054573,1.1469658483581422,94995,339302,2.7386388757303015,3.571787988841518,151,379324853224,377500000000,9536786411123,77272675347162,67735888936039
2015-08-31,2015,8,31,2775321399,127730318016396,127337818016396,22106.71646938873,5099786.69245365,1.0747712665985727,125542,359650,2.887272785203358,2.86477832119928,157,395275321399,392500000000,12318656805462,127730318016396,115411661210934
2015-09-01,2015,9,1,2613213716,144581824596154,144196824596154,19427.798258852567,4428674.803592208,0.9548068571889191,134509,375234,2.717728925202031,2.7896571976596363,154,387613213716,385000000000,14381652237462,144581824596154,130200172358692
2015-09-02,2015,9,2,5005097676,142935221698818,142550221698818,34823.8848642556,7992157.552009164,0.8484398532449581,143726,1826440,2.164611830844802,12.70779121383744,154,390005097676,385000000000,12350566357793,142935221698818,130584655341025
2015-09-03,2015,9,3,3097404502,124324567722833,123952067722833,23503.646133066228,5337845.36084661,1.1213302689906488,131784,671515,2.603791052024525,5.09557305894494,149,375597404502,372500000000,14808651435787,124324567722833,109515916287046
2015-09-04,2015,9,4,2402810489,114159870201736,113767370201736,23369.323656133594,5402463.420336541,1.2404518853345892,102819,297553,2.690990964704967,2.8939495618514086,157,394902810489,392500000000,10040120050563,114159870201736,104119750151173
2015-09-05,2015,9,5,2946391000,94064879180178,93689879180178,23074.201986028882,5443273.4695402775,2.840179683025331,127692,405067,2.5907966043291673,3.1722190896845532,150,377946391000,375000000000,9781387911353,94064879180178,84283491268825
2015-09-06,2015,9,6,2099177131,93850425831509,93495425831509,20538.28595608954,4945731.57883045,1.3917402293494587,102208,346068,2.6860030525986223,3.3859189104571072,142,357099177131,355000000000,8791331449316,93850425831509,85059094382193
2015-09-07,2015,9,7,3045599428,106429139647725,106051639647725,23454.751082017712,5644001.711354518,1.387987460786656,129850,378318,2.8660300346553718,2.9135001925298423,151,380545599428,377500000000,11098498516813,106429139647725,95330641130912
2015-09-08,2015,9,8,2578851085,139594366165513,139249366165513,20627.178296619793,5036640.301651361,1.2909427851520237,125022,382133,4.036969493369167,3.056526051414951,138,347578851085,345000000000,14902008489395,139594366165513,124692357676118
2015-09-09,2015,9,9,2659478781,132764144741560,132404144741560,20984.067769729678,5009368.145157226,1.2748019343550292,126738,349914,4.62400385046316,2.760924111158453,144,362659478781,360000000000,13537217909808,132764144741560,119226926831752
2015-09-10,2015,9,10,2770334652,135590919499781,135170919499781,22843.410859616575,5453875.152206599,2.035647190205235,121275,326207,5.713032364460936,2.6898124098124097,168,422770334652,420000000000,15997858515642,135590919499781,119593060984139
2015-09-11,2015,9,11,3633065863,125137290593800,124729790593800,20857.39303388332,5023398.821858681,12.10809136432911,174186,429702,3.6278575775320636,2.466914677413799,163,411133065863,407500000000,15008722450059,125137290593800,110128568143741
2015-09-12,2015,9,12,3192317134,83081696081595,82721696081595,21295.459381212226,5033220.8470638655,9.251328078666305,149906,395981,3.7370685629661256,2.6415286913132228,144,363192317134,360000000000,8491125057607,83081696081595,74590571023988
2015-09-13,2015,9,13,2452231782,83334784328885,82974784328885,17648.176565839756,4068766.750922903,12.8434925888992,138951,430292,3.4989600650589057,3.0967175479125735,144,362452231782,360000000000,10062962912077,83334784328885,73271821416808
2015-09-14,2015,9,14,3075114989,125268718148362,124893718148362,18792.8705204361,4340190.783482044,12.199085145277373,163632,381532,3.881887405886379,2.3316466216876894,150,378075114989,375000000000,17083899964889,125268718148362,108184818183473
2015-09-15,2015,9,15,2917575338,132926735329872,132519235329872,17505.5220500882,4033247.6588454386,11.525176010987119,166666,411758,4.00249000996004,2.470557882231529,163,410417575338,407500000000,16616923246505,132926735329872,116309812083367
2015-09-16,2015,9,16,2670181277,146050414065593,145687914065593,16188.214791507524,3707801.9906329387,10.84580681785535,164946,383029,3.2570416984952653,2.322147854449335,145,365170181277,362500000000,15418804260837,146050414065593,130631609804756
2015-09-17,2015,9,17,2676558507,132205261869062,131847761869062,10461.59997420323,2439673.3564897743,24.526577901398856,255846,486593,2.205842577175332,1.9018980167757167,143,360176558507,357500000000,14565310262138,132205261869062,117639951606924
2015-09-18,2015,9,18,2561480915,125156718634116,124789218634116,15000.649544970074,3497778.3435273464,9.236522958039702,170758,426942,2.5431663523817334,2.500275243326813,147,370061480915,367500000000,16116743246991,125156718634116,109039975387125
2015-09-19,2015,9,19,2209709611,115214938837317,114897438837317,19159.055022326265,4449528.793895306,2.3470718827748844,115335,310289,2.5651190011705034,2.690328174448346,127,319709709611,317500000000,11087765636990,115214938837317,104127173200327
2015-09-20,2015,9,20,2084275306,91082272188471,90772272188471,19309.930756545426,4467590.407372378,1.4564681593809956,107938,409532,2.6213937630862163,3.794141080990939,124,312084275306,310000000000,7074316740542,91082272188471,84007955447929
2015-09-21,2015,9,21,2769675665,161008349399130,160683349399130,21360.570594541234,4844010.337428785,1.4332873501523176,129663,391282,3.1054194334544163,3.0176843046975623,130,327769675665,325000000000,16866706412577,161008349399130,144141642986553
2015-09-22,2015,9,22,2881112949,152316988005182,151911988005182,20873.84857091107,4814058.660998037,1.2987279715235114,138025,449971,2.857475095091469,3.2600688281108496,162,407881112949,405000000000,16504679266326,152316988005182,135812308738856
2015-09-23,2015,9,23,2580914218,126868663174505,126481163174505,19458.47853917082,4478026.952706226,1.1494126638597906,132637,350299,2.9117365441015703,2.641035306890234,155,390080914218,387500000000,14136689420714,126868663174505,112731973753791
2015-09-24,2015,9,24,2398897356,121314750987701,120972250987701,19269.490055585902,4515224.404028473,1.2288568336236825,124492,339955,2.6724930115991388,2.730737718086303,137,344898897356,342500000000,11620301004992,121314750987701,109694449982709
2015-09-25,2015,9,25,2719636021,139237113848735,138819613848735,21089.479601727708,4967378.5306191165,1.1572541966483632,128957,360932,2.758586195398466,2.7988554324309654,167,420219636021,417500000000,13942939878621,139237113848735,125294173970114
2015-09-26,2015,9,26,2555948040,104149919766822,103769919766822,21604.0034147867,5068122.26834279,2.5062513707971616,118309,357179,2.750872714670904,3.0190349001343937,152,382555948040,380000000000,8086335935347,104149919766822,96063583831475
2015-09-27,2015,9,27,2103575336,74376258013242,74016258013242,19780.297855134606,4613622.340017295,1.6040037857734222,106347,349711,2.86151936584953,3.288395535370062,144,362103575336,360000000000,5059553602729,74376258013242,69316704410513
2015-09-28,2015,9,28,2632721615,147079470338611,146729470338611,19322.727449541286,4637788.359391231,1.1104483747111211,136250,371657,2.8071192660550457,2.7277577981651375,140,352632721615,350000000000,10612377578296,147079470338611,136467092760315
2015-09-29,2015,9,29,2726211401,166035726439446,165610726439446,19642.56616783509,4661892.531487805,1.0248577047156806,138791,380415,2.8734139821746365,2.740919800275234,170,427726211401,425000000000,13860554257012,166035726439446,152175172182434
2015-09-30,2015,9,30,2678491496,150056459793544,149671459793544,19006.368562224146,4499564.885953882,1.1483729393772104,140926,386736,2.821040829939117,2.744248754665569,154,387678491496,385000000000,12371602848593,150056459793544,137684856944951
2015-10-01,2015,10,1,2958450293,147289642704494,146907142704494,21696.198924888897,5168681.529737497,0.9451844690756276,136358,363663,2.5806113319350534,2.666972234852374,153,385458450293,382500000000,9532261640577,147289642704494,137757381063917
2015-10-02,2015,10,2,2533688017,184243549783539,183918549783539,18329.641515166863,4361300.078940577,1.0311674621113038,138229,380139,2.6460728211880284,2.750066917940519,130,327533688017,325000000000,10912468554904,184243549783539,173331081228635
2015-10-03,2015,10,3,2248681768,106976784802360,106614284802360,18282.114228570965,4382879.118098479,2.171739096462051,122999,307629,2.43384092553598,2.5010691143830437,145,364748681768,362500000000,4585795641443,106976784802360,102390989160917
2015-10-04,2015,10,4,1947691952,87311765995668,86916765995668,18704.067452848307,4479940.666759372,1.2784883010724428,104132,393682,2.6193005032074677,3.780605385472285,158,396947691952,395000000000,2339924830306,87311765995668,84971841165362
2015-10-05,2015,10,5,2300336674,131785669162929,131408169162929,18624.39822851221,4487757.514855173,1.1701703728040145,123512,330287,2.6096816503659563,2.6741288295874086,151,379800336674,377500000000,3702498368961,131785669162929,128083170793968
2015-10-06,2015,10,6,2534987913,177768893829233,177403893829233,17888.434299383956,4417378.800404131,1.305817555379067,141711,365290,2.6642674174905263,2.577710975153658,146,367534987913,365000000000,3395520797614,177768893829233,174373373031619
2015-10-07,2015,10,7,2517197228,145646189856581,145316189856581,18365.391049306152,4476279.023798218,1.2134275916632578,137062,356265,3.7150632560447097,2.5992981278545475,132,332517197228,330000000000,9739273609753,145646189856581,135906916246828
2015-10-08,2015,10,8,2687724174,202432040335881,202089540335881,19053.49544172066,4630563.961330891,1.1035750960704451,141062,367757,3.5532035558832287,2.607059307254966,137,345187724174,342500000000,18385717421204,202432040335881,184046322914677
2015-10-09,2015,10,9,2368611654,132527477186054,132197477186054,20213.44644137225,4941154.34606892,1.1027532198438534,117180,297433,3.5912698412698414,2.538257381805769,132,332368611654,330000000000,5594335395076,132527477186054,126933141790978
2015-10-10,2015,10,10,2460677897,118722856124092,118337856124092,19405.364949055234,4772864.390943525,2.9777147085674134,126804,380678,4.298547364436453,3.0020977256237975,154,387460677897,385000000000,3551857939391,118722856124092,115170998184701
2015-10-11,2015,10,11,1958431268,98754455348131,98371955348131,18595.938546265963,4621614.565313429,1.4412617367910299,105315,336346,4.285182547595309,3.1937140958078145,153,384458431268,382500000000,2900064665199,98754455348131,95854390682932
2015-10-12,2015,10,12,2474050812,142020433503687,141685433503687,18780.227362092653,4621694.636979981,1.1855069184392129,131737,332942,3.1781959510236306,2.5273233791569565,134,337474050812,335000000000,3160324330194,142020433503687,138860109173493
2015-10-13,2015,10,13,2490686589,165620579164914,165280579164914,18724.714237384975,4690003.50118835,1.0983944831269963,133016,334644,2.993677452336561,2.515817645997474,136,342490686589,340000000000,3701007673938,165620579164914,161919571490976
2015-10-14,2015,10,14,2715334187,169238619643830,168851119643830,19105.38816104247,4836382.297148145,1.0628966081652031,142124,351099,2.995503926148997,2.470370943682981,155,390215334187,387500000000,12521478199260,169238619643830,156717141444570
2015-10-15,2015,10,15,2847353162,202990361970852,202580361970852,18565.618170792935,4728533.088543166,0.9268260857945703,153367,429703,3.042564567344996,2.801795692684867,164,412847353162,410000000000,19595949105628,202990361970852,183394412865224
2015-10-16,2015,10,16,2804358470,179361691069068,179001691069068,19483.235512759053,5118974.028896951,0.8838616290746094,143937,392569,2.9174986278719164,2.7273668341010304,144,362804358470,360000000000,15895427554274,179361691069068,163466263514794
2015-10-17,2015,10,17,2750869283,159415269766598,159075269766598,20114.28088942835,5469695.342754966,2.3350490216734805,136762,430983,3.0925695734195173,3.1513358973984,136,342750869283,340000000000,13176655784446,159415269766598,146238613982152
2015-10-18,2015,10,18,2291317833,108397989332543,108027989332543,19003.888439176917,5007176.659919982,1.460490311894044,120571,383734,3.268489106003931,3.182639274784152,148,372291317833,370000000000,8824148295908,108397989332543,99573841036635
2015-10-19,2015,10,19,2789965680,145662938417795,145245438417795,19698.27853284852,5207490.700672433,1.0916321944287593,141635,384037,3.0999894093973945,2.7114555018180533,167,420289965680,417500000000,12303906112343,145662938417795,133359032305452
2015-10-20,2015,10,20,3114659997,157060021374679,156742521374679,21513.05426854538,5826428.225351263,1.149160060027886,144780,418583,2.955263157894737,2.8911659068932174,127,320614659997,317500000000,17030659763567,157060021374679,140029361611112
2015-10-21,2015,10,21,2911125500,143015414753408,142665414753408,19116.674984568104,5124037.804908062,0.9519623984817212,152282,418823,2.8246739601528743,2.7503119213038967,140,352911125500,350000000000,18899847116937,143015414753408,124115567636471
2015-10-22,2015,10,22,2972071848,158064633798098,157669633798098,19878.882528810973,5474941.397964289,0.9137433252887743,149509,406643,2.856764475717181,2.7198563297192813,158,397972071848,395000000000,15037817333157,158064633798098,143026816464941
2015-10-23,2015,10,23,2841796064,145072097101137,144712097101137,20113.072056960456,5603759.284134253,0.9860446924753175,141291,391699,2.8854987224947095,2.7722855666673745,144,362841796064,360000000000,11913496830692,145072097101137,133158600270445
2015-10-24,2015,10,24,2701763662,138043686460689,137688686460689,19170.82587933102,5437059.857751323,2.290771217766761,140931,445792,2.695340272899504,3.1631933357458615,142,357701763662,355000000000,14101249653840,138043686460689,123942436806849
2015-10-25,2015,10,25,2612609928,145710487940019,145305487940019,18902.64320546399,5407094.972090342,1.51898361198367,138214,423035,3.235265602616233,3.060724673332658,162,407612609928,405000000000,15880591215326,145710487940019,129829896724693
2015-10-26,2015,10,26,2624286433,152931434033730,152526434033730,22840.537816808242,6548459.163116543,1.2374485016636823,114896,343861,3.579219468040663,2.9928021863250245,162,407624286433,405000000000,9648624131563,152931434033730,143282809902167
2015-10-27,2015,10,27,2887005985,184406070418915,184031070418915,18938.01689133786,5597375.6918712035,1.3776935302255033,152445,402584,2.6953524221850502,2.6408475187772638,150,377887005985,375000000000,8330047256421,184406070418915,176076023162494
2015-10-28,2015,10,28,3011151507,201059662881733,200719662881733,18813.22987098185,5727539.258641044,0.9904295167898111,160055,404571,2.5993189840992157,2.527699853175471,136,343011151507,340000000000,7491871115998,201059662881733,193567791765735
2015-10-29,2015,10,29,3423023349,235768298481211,235385798481211,21045.332609898556,6626742.905721403,1.2740519689803673,162650,427200,2.8692591454042424,2.6264986166615434,153,385923023349,382500000000,20300646237964,235768298481211,215467652243247
2015-10-30,2015,10,30,3179482224,256168165172261,255750665172261,19338.73988200231,6352627.208892837,1.3630249949183166,164410,441858,2.6593333738823675,2.6875372544249134,167,420679482224,417500000000,16060558481902,256168165172261,240107606690359
2015-10-31,2015,10,31,2877051257,187086793069797,186714293069797,18276.507495966154,5741007.437555029,2.1495897527815524,157418,454149,2.511885553113367,2.884987739648579,149,375377051257,372500000000,14215802074296,187086793069797,172870990995501
2015-11-01,2015,11,1,2672734753,170303581909538,169928581909538,17899.73514737103,5904303.235576359,1.4199354911794877,149317,444011,2.747001346129376,2.9736131853707213,150,377672734753,375000000000,6774857310795,170303581909538,163528724598743
2015-11-02,2015,11,2,3344349736,258386244662257,257991244662257,19265.908185426495,7024670.742520337,1.1576457810507925,173589,460212,2.833226759760123,2.6511587715811484,158,398344349736,395000000000,19386153105571,258386244662257,239000091556686
2015-11-03,2015,11,3,3419743018,341032533571463,340650033571463,18584.34785774841,7450894.276392354,0.933038105596563,184012,511531,2.90639197443645,2.7798784861856833,153,385919743018,382500000000,26887806603946,341032533571463,314144726967517
2015-11-04,2015,11,4,4504168940,1123710444414460,1123317944414460,21901.045123018575,8880472.818454964,0.9026628449624315,205660,545513,3.06397938344841,2.6524992706408637,157,397004168940,392500000000,21692440072837,1123710444414460,1102018004341623
2015-11-05,2015,11,5,3423074060,378818708233227,378453708233227,18675.014102794918,7177577.67919322,0.8405999115668997,183297,500059,2.9776482975717005,2.7281352122511553,146,368423074060,365000000000,21531832404941,378818708233227,357286875828286
2015-11-06,2015,11,6,3241232551,282130215144988,281775215144988,19490.742717804398,7269567.579919503,0.830849454944457,166296,527719,2.7955152258623177,3.17337157839034,142,358241232551,355000000000,12460493090798,282130215144988,269669722054190
2015-11-07,2015,11,7,2586758955,228101196660977,227718696660977,16992.55040104054,6567698.047274064,2.225617748884875,152229,421342,2.717373168056021,2.7678169074223704,153,385086758955,382500000000,15957577080814,228101196660977,212143619580163
2015-11-08,2015,11,8,2349077645,195005115130899,194647615130899,17594.505699862184,6552196.036596764,1.3911745168117535,133512,427931,2.8474144646174127,3.2051875486847625,143,359849077645,357500000000,15757797696983,195005115130899,179247317433916
2015-11-09,2015,11,9,2963998836,307794972920087,307424972920087,18585.977965198308,7071883.429722138,1.064758613114269,159475,459776,2.9612164916131056,2.8830600407587395,148,372963998836,370000000000,21233038549262,307794972920087,286561934370825
2015-11-10,2015,11,10,2904110550,290759092533697,290396592533697,18045.7997265892,6096421.639312426,0.8730946808653621,160930,432102,2.7728453364817,2.6850307587149693,145,365404110550,362500000000,17091503338286,290759092533697,273667589195411
2015-11-11,2015,11,11,2824207907,344323922838466,343901422838466,17538.287081369424,5417965.82905678,0.8523384572878742,161031,443570,2.811266153721954,2.754562786047407,169,425324207907,422500000000,15875520332693,344323922838466,328448402505773
2015-11-12,2015,11,12,2575264788,301679234277088,301284234277088,16366.578675428505,5524096.302522687,0.8983778791815225,157349,432862,2.6475922948350483,2.750967594328531,158,397575264788,395000000000,19854224725517,301679234277088,281825009551571
2015-11-13,2015,11,13,2595592061,288179119015687,287776619015687,16561.548078150125,5585861.644725999,0.8865056156400297,156724,432184,2.6010055894438633,2.7576121079094458,161,405095592061,402500000000,18921794074688,288179119015687,269257324940999
2015-11-14,2015,11,14,2446119979,309502045577256,309137045577256,16236.782400615984,5407613.660180878,1.9649417687797845,150653,467073,2.524549793233457,3.1003232594106986,146,367446119979,365000000000,18511335967626,309502045577256,290990709609630
2015-11-15,2015,11,15,2247034335,215395644689949,215005644689949,16076.541879216718,5143335.929586726,1.2285798402110526,139771,461357,2.758583683310558,3.3008063189073558,156,392247034335,390000000000,12767111952646,215395644689949,202628532737303
2015-11-16,2015,11,16,2811494261,268859261559950,268421761559950,17550.33996479313,5811491.867851077,0.8678341341335077,160196,419690,2.931721141601538,2.619853179854678,175,440311494261,437500000000,11998759744643,268859261559950,256860501815307
2015-11-17,2015,11,17,2513182589,184050053146857,183685053146857,16614.10601713515,5579844.145489723,0.9266514463218933,151268,435894,2.642145067033345,2.8816008673347966,146,367513182589,365000000000,7272766500148,184050053146857,176777286646709
2015-11-18,2015,11,18,2836150725,190799053411235,190409053411235,16694.434650294905,5605064.696531055,0.836749377769468,169886,493767,2.8329055955169937,2.906460803126803,156,392836150725,390000000000,10422872705401,190799053411235,180376180705834
2015-11-19,2015,11,19,2556022070,203758794776880,203431294776880,16676.59731193319,5440442.143779628,0.9175030081517644,153270,407873,2.672897501141776,2.6611404710641353,131,330056022070,327500000000,10554061761773,203758794776880,193204733015107
2015-11-20,2015,11,20,2611564238,225892966810804,225470466810804,16533.805866302002,5322900.991218281,0.9707161587072002,157953,430099,2.772046114983571,2.722955562730686,169,425111564238,422500000000,8954019192105,225892966810804,216938947618699
2015-11-21,2015,11,21,2398578585,149921951398275,149476951398275,15778.461379065362,5142283.333488479,2.0744806197588894,152016,441282,2.726147247658141,2.902865487843385,178,447398578585,445000000000,7611347020954,149921951398275,142310604377321
2015-11-22,2015,11,22,2290693309,112790796555235,112365796555235,17887.656637513664,5790538.138836512,1.8538921437225468,128060,430964,2.978939559581446,3.365328752147431,170,427290693309,425000000000,6552603746633,112790796555235,106238192808602
2015-11-23,2015,11,23,2587573505,135190997137167,134785997137167,17693.415193681834,5715195.0653348295,0.9881239437968502,146245,393165,2.9521214400492326,2.6883996034052444,162,407587573505,405000000000,8972727447303,135190997137167,126218269689864
2015-11-24,2015,11,24,2489105003,142121890764380,141736890764380,16501.296069423173,5279777.282606459,0.8725713525109221,150843,436954,2.6371591654899467,2.89674694881433,154,387489105003,385000000000,9312290974466,142121890764380,132809599789914
2015-11-25,2015,11,25,2587766245,190633590702800,190253590702800,16825.856453636938,5535041.264055532,0.8761905862512821,153797,415300,2.7299362146205715,2.7003127499236004,152,382587766245,380000000000,10546718526735,190633590702800,180086872176065
2015-11-26,2015,11,26,2855941900,208482202165129,208047202165129,17609.05318584835,6273318.115166139,0.8539338028379868,162186,434004,2.9610385606649157,2.67596463319892,174,437855941900,435000000000,10304124475719,208482202165129,198178077689410
2015-11-27,2015,11,27,2672442104,221427486049783,221107486049783,16586.965397816493,5959179.632861382,0.8437279573011789,161117,424403,2.6204187019371017,2.634129235276228,128,322672442104,320000000000,10857074647489,221427486049783,210570411402294
2015-11-28,2015,11,28,2679814407,197918168629864,197520668629864,16026.06453329825,5714370.944163621,1.9018268497364683,167216,511709,2.5631757726533344,3.0601676873026507,159,400179814407,397500000000,8722815320020,197918168629864,189195353309844
2015-11-29,2015,11,29,2138544876,134502654684941,134135154684941,17044.951787351056,6335738.190962145,2.183315933657173,125465,326555,2.831076395807596,2.602757741202726,147,369638544876,367500000000,13359512552600,134502654684941,121143142132341
2015-11-30,2015,11,30,3455727337,242347388042748,241934888042748,18727.894826119238,7067717.044765177,0.9301851578126966,184523,568058,3.0222519685892815,3.078521376738943,165,415955727337,412500000000,33526164753659,242347388042748,208821223289089
2015-12-01,2015,12,1,3144629858,253455953621493,253030953621493,17596.469424983774,6379289.83286789,0.9164147541221231,178708,493695,2.736878035678313,2.7625791794435615,170,428144629858,425000000000,21035585476255,253455953621493,232420368145238
2015-12-02,2015,12,2,3249741102,275566211578708,275171211578708,17723.089309671577,6366530.749133004,0.848742226993101,183362,506918,2.8715764444105103,2.7645749937282535,158,398249741102,395000000000,15110089883468,275566211578708,260456121695240
2015-12-03,2015,12,3,2967988467,206900108501439,206547608501439,18007.125625671175,6504355.252915571,1.0583873546994873,164823,409098,2.8761762618081215,2.482044374874866,141,355467988467,352500000000,8202568748376,206900108501439,198697539753063
2015-12-04,2015,12,4,2858467418,268550503448825,268165503448825,16423.53742379932,5965712.724286284,2.1301235584242253,174047,471073,2.616212862043011,2.706585002901515,154,387858467418,385000000000,8001779291703,268550503448825,260548724157122
2015-12-05,2015,12,5,3117566447,488131872508418,487699372508418,16717.608196949874,6509217.234197685,1.680680832368038,186484,544800,2.59218485231977,2.9214302567512496,173,435617566447,432500000000,13825512668695,488131872508418,474306359839723
2015-12-06,2015,12,6,3035073438,553347753148865,552955253148865,16959.886441359886,6670647.674930436,1.1110685024087297,178956,525850,2.579047363597756,2.9384317932899706,157,395535073438,392500000000,20845534269619,553347753148865,532502218879246
2015-12-07,2015,12,7,3260635261,318230157101495,317857657101495,17114.308979062676,6766083.800810167,0.7519447279541482,190521,487178,2.6736475244198803,2.5570829462368976,149,375760635261,372500000000,14389818522080,318230157101495,303840338579415
2015-12-08,2015,12,8,3275057877,296949469416617,296521969416617,16838.343840616966,6967684.381761469,0.8180132038457204,194500,553971,2.79133676092545,2.848179948586118,171,430775057877,427500000000,14949054113262,296949469416617,282000415303355
2015-12-09,2015,12,9,3730640226,390991096891185,390556096891185,16869.809245601264,7045383.183643399,0.7464237147834489,221143,577232,2.6645428523624983,2.6102205360332453,174,438730640226,435000000000,18336994047684,390991096891185,372654102843501
2015-12-10,2015,12,10,3571153029,329417437347633,328887437347633,16893.830439760062,7023270.827962724,0.7088474135161903,211388,568986,2.7001627339300245,2.69166650897875,212,533571153029,530000000000,21258722445317,329417437347633,308158714902316
2015-12-11,2015,12,11,4318112336,372864558490676,372472058490676,20508.62895925453,9308076.850929476,0.6961522133412066,210551,539260,2.3949779388366714,2.5611847010937967,157,396818112336,392500000000,19988909841802,372864558490676,352875648648874
2015-12-12,2015,12,12,3752990149,342331928598800,341909428598800,18199.05124649038,7932160.354786711,1.6217213017596253,206219,598483,2.769972698926869,2.9021719628162295,169,426252990149,422500000000,32595265948645,342331928598800,309736662650155
2015-12-13,2015,12,13,3255034369,516769841658021,516427341658021,17394.508464703682,7556234.711329341,1.0296306862876776,187130,533013,2.49489659594934,2.8483567573344732,137,345755034369,342500000000,18552279185697,516769841658021,498217562472324
2015-12-14,2015,12,14,4097010261,486650491729551,486157991729551,17642.18897376716,7815343.215685322,0.9208320466549998,232228,632879,2.7565582100349655,2.725248462717674,197,496597010261,492500000000,17096464425624,486650491729551,469554027303927
2015-12-15,2015,12,15,3982417398,435927531161133,435465031161133,17835.02050230192,8286468.922168394,0.9381492196145543,223292,603690,2.5130277842466366,2.7035899181341025,185,466482417398,462500000000,18284027047434,435927531161133,417643504113699
